kata,jumlah
nerangin,1
g-meet,1
2-3,1
cepat2,1
materinta,1
proper,1
tangga,1
transisi,1
faidokom,1
memeberikan,1
uang,1
kuliahbterlalu,1
mrnggil,1
utnuk,1
fungsional,1
mewah,1
oiya,1
depending,1
lingkugan,1
sehinggan,1
plastik,1
sterofoam,1
s-1,1
speknya,1
in,1
opinion,1
explanation,1
of,1
material,1
quite,1
understandable,1
on,1
words,1
lecturer,1
modules,1
by,1
are,1
very,1
helpful,1
and,1
easy,1
to,1
understand,1
thats,1
opini,1
sorry,1
pelan,1
